28.3513	48.135	#	MD	SORM
12.40663	43.38211	#	IV	ATVO
8.01958	46.23962	#	CH	SIMPL
7.83223	46.21652	#	CH	EMBD
7.59678	46.21006	#	CH	VANNI
14.910201	41.513145	#	IV	GATE
8.11051	46.43521	#	CH	FIESA
12.26801	43.33419	#	IV	ATMI
7.8685	45.8754	#	GU	SATI
20.067499	42.3666	#	AC	BCI
23.30117	35.86704	#	HL	ANKY
25.0709	35.3058	#	HL	IACM
21.78209	40.30331	#	HL	KZN
25.18055	39.89725	#	HL	LIA
22.998812	38.64957	#	HL	LKR
23.8638	38.0473	#	HL	PTL
25.53045	40.47094	#	HL	SMTH
22.94686	36.71803	#	HL	VLI
23.7942	37.8524	#	HL	VLY
19.8098	45.1573	#	SJ	FRGS
15.1356	37.6892	#	IV	EVRN
14.146981	40.829224	#	IV	CPIS
6.79	44.921	#	GU	RRL
14.567486	41.031206	#	IV	PAOL
23.71767	37.97384	#	HL	ATH
9.9307	45.4056	#	IV	ORZI
9.853652	44.049818	#	IV	PLMA
16.2114	39.2534	#	IV	CAR1
22.184228	38.321815	#	CL	PSAM
25.45926	36.37052	#	HL	SANT
25.3396	41.630199	#	BS	KDZ
22.7075	49.6314	#	PL	KWP
12.7104	46.2601	#	IV	STAL
11.76657	44.22454	#	IV	BRIS
24.1997	35.407	#	HL	VAM
24.40171	36.68984	#	HL	MHLO
23.1502	37.383	#	HT	KRND
24.437	38.0321	#	HA	KARY
22.9743	37.9879	#	HA	LOUT
15.121	37.882	#	IV	ECTS
28.0624	44.3207	#	RO	CVD1
15.1804	40.8969	#	IX	LIO3
22.0566	38.4133	#	HP	SERG
21.94761	38.30519	#	CL	ZIRI
12.78225	43.43628	#	IV	SSFR
24.4853	37.1609	#	HA	SERI
5.6433	43.8009	#	FR	BSTF
5.7675	43.988	#	FR	MLYF
23.9811	35.4606	#	GE	IMMV
25.61037	35.26134	#	HL	NPS
26.21691	35.1147	#	HL	ZKR
26.5009	46.9551	#	RO	GIRR
25.5154	46.7059	#	RO	JOSR
21.8116	38.4222	#	HP	VVK
9.363	42.953	#	FR	MORSI
15.3528	38.1465	#	IV	MPNC
7.77166	46.41554	#	CH	LAUCH
21.89204	38.30811	#	CL	ROD3
28.8127	46.9186	#	RO	MILM
10.7568	44.045	#	GU	POPM
21.7128	44.7815	#	RO	MDVR
23.22189	39.30567	#	HL	NEO
24.81204	35.01777	#	HL	SIVA
21.8105	38.91657	#	HL	EVR
3.9587	44.1054	#	FR	TRBF
23.86517	41.34846	#	HL	NVR
21.46475	38.05586	#	HL	RLS
20.5886	38.17683	#	HL	VLS
20.84874	39.65616	#	HL	JAN
23.44443	40.37328	#	HL	PLG
7.70267	43.84617	#	GU	NEGI
21.9209	38.5933	#	HP	ANX
12.580583	43.610823	#	IV	NARO
25.4056	36.4709	#	HT	CMBO
14.5916	38.0339	#	IV	MSFR
13.90142	40.746797	#	IV	IOCA
8.3523	44.8493	#	GU	ROTM
21.36321	39.95495	#	HT	KPRO
7.1312	43.5479	#	FR	EILF
14.8739	38.043	#	IV	MUCR
5.8067	43.5882	#	FR	ARTF
21.525	38.616	#	HP	PVO
7.4182	44.2294	#	GU	ENR
10.210652	42.746577	#	IV	CELB
28.1359	43.637501	#	BS	PSN
25.34539	36.43561	#	HL	SAP3
25.37244	36.47337	#	HL	SAP4
15.1918	38.7866	#	IV	ISTR
8.763	41.9279	#	FR	AJAC
14.144606	40.819016	#	IV	COLB
11.24579	43.52358	#	IV	OSSC
14.11911	40.821072	#	IV	CPOZ
24.5482	38.8831	#	HL	SKY
23.1189	37.6144	#	HA	EPID
9.111708	46.825743	#	CH	PANIX
12.570071	42.80387	#	IV	MOMA
1.1953	44.3676	#	FR	MONQ
25.429562	36.385841	#	HT	THT1
7.1565	45.8378	#	GU	REMY
27.8009	44.1168	#	RO	ICOR
16.5088	39.4027	#	IV	CELI
14.17989	41.200001	#	IV	PIGN
7.8399	44.2416	#	GU	GBOS
8.74828	46.595121	#	CH	NALPS
22.416	44.881	#	RO	HERR
8.318864	46.578146	#	CH	GRIMS
5.697216	45.609238	#	FR	OGSM
6.045	43.951	#	FR	BLAF
7.08645	47.30267	#	CH	SAIRA
15.954618	39.528756	#	IV	CET2
14.142049	40.820065	#	IV	CAAM
14.1625	37.4075	#	IV	CPTP
15.2292	41.0785	#	IX	SSB3
23.93306	38.07794	#	HL	DION
12.445128	43.937695	#	IV	RSM2
15.0567	37.8113	#	IV	EPIT
9.2321	45.4803	#	IV	MILN
3.221365	43.969837	#	FR	LAJAS
9.310302	47.423989	#	CH	SGT00
9.2926	44.6071	#	GU	GORR
7.3919	43.9749	#	FR	TURF
20.5623	38.4593	#	HP	FSK
21.72277	38.3959	#	CL	AGRP
10.153	44.166	#	GU	EQUI
26.1029	46.9387	#	RO	BIZ
14.9608	38.3968	#	IV	IVGP
6.4074	43.7471	#	FR	TRIGF
25.893836	36.831561	#	HL	AMGA
21.9007	47.3849	#	HU	LTVH
15.233	37.9712	#	IV	AIO
5.1064	43.9377	#	FR	SAUF
